K	Dades	Ins Salts	Ins Temps	Cer Temps	Cer Temps T	Cer Temps !T	Salts REALS	Salts MITJANA
342	2	2167345	0.033	6.118	0.075	5.317	683	646.00
343	2	2168048	0.033	27.778	0.078	26.989	703	659.33
344	2	2168851	0.032	8.238	0.102	7.417	803	725.33
345	2	2169453	0.033	3.338	0.074	2.547	602	727.00
346	2	2170054	0.057	15.092	0.083	14.274	601	604.67
347	2	2170634	0.033	29.632	0.091	28.806	580	597.00
348	2	2171301	0.033	3.641	0.072	2.867	667	634.33
349	2	2171960	0.032	30.566	0.077	29.694	659	724.00
350	2	2172613	0.033	1.947	0.075	1.105	653	603.67
351	2	2173316	0.032	10.397	0.076	9.6	703	555.67
352	2	2173874	0.03	8.525	0.086	7.674	558	550.33
353	2	2174510	0.03	28.743	0.095	27.872	636	578.00
354	2	2175181	0.041	6.346	0.083	5.494	671	667.67
355	2	2175872	0.034	6.461	0.082	5.701	691	665.00
356	2	2176507	0.029	7.061	0.072	6.376	635	620.67
357	2	2177207	0.028	9.739	0.068	8.931	700	675.00
358	2	2177965	0.031	14.059	0.069	13.265	758	782.33
359	2	2178583	0.033	27.162	0.069	26.35	618	599.33
360	2	2179098	0.027	1.616	0.069	0.951	515	565.67
361	2	2179619	0.026	27.558	0.065	26.797	521	542.67
362	2	2180300	0.043	15.221	0.085	14.469	681	630.33
363	2	2181068	0.034	10.734	0.08	9.943	768	664.00
364	2	2181763	0.036	8.096	0.078	7.277	695	633.00
365	2	2182266	0.031	6.789	0.066	6.009	503	591.33
366	2	2182805	0.032	6.159	0.084	5.334	539	684.00
367	2	2183351	0.033	28.795	0.081	27.981	546	566.67
368	2	2183935	0.032	8.033	0.074	7.256	584	574.67
369	2	2184543	0.032	10.157	0.087	9.379	608	608.33
370	2	2185142	0.033	4.061	0.084	3.294	599	613.67
371	2	2185799	0.033	26.775	0.089	26.025	657	626.33
372	2	2186487	0.031	3.371	0.074	2.664	688	603.67
373	2	2187054	0.029	25.483	0.062	24.775	567	639.33
374	2	2187628	0.029	13.337	0.077	12.613	574	726.33
375	2	2187954	0.024	1.33	0.057	0.663	326	339.33
376	2	2188561	0.028	8.159	0.077	7.395	607	573.67
377	2	2189122	0.033	28.048	0.078	27.248	561	518.67
378	2	2189607	0.042	5.87	0.083	5.067	485	672.33
379	2	2190187	0.032	28.112	0.077	27.325	580	537.67
380	2	2190739	0.032	2.866	0.085	2.057	552	549.67
381	2	2191570	0.035	10.104	0.071	9.343	831	749.67
382	2	2192213	0.029	13.392	0.059	12.668	643	838.00
383	2	2192840	0.029	25.267	0.079	24.55	627	644.00
384	2	2193561	0.03	3.269	0.068	2.574	721	682.67
385	2	2194109	0.028	6.001	0.07	5.305	548	645.67
386	2	2194759	0.03	13.02	0.075	12.332	650	631.67
387	2	2195413	0.029	8.837	0.076	8.15	654	648.00
388	2	2195801	0.027	6.822	0.064	6.165	388	581.33
389	2	2196418	0.051	24.11	0.077	23.415	617	714.33
390	2	2196937	0.038	2.044	0.07	1.386	519	537.67
391	2	2197354	0.026	24.225	0.068	23.545	417	560.00
392	2	2198107	0.04	7.041	0.069	6.34	753	676.67
393	2	2198610	0.027	8.931	0.066	8.258	503	537.67
394	2	2199373	0.04	12.731	0.063	12.094	763	632.67
395	2	2200120	0.03	5.871	0.062	5.211	747	675.33
396	2	2200827	0.03	3.201	0.059	2.53	707	656.00
397	2	2201656	0.03	24.261	0.085	23.572	829	669.00
398	2	2202231	0.039	12.94	0.072	12.249	575	589.00
399	2	2203153	0.031	9.179	0.073	8.523	922	664.00
400	2	2203758	0.03	1.531	0.072	0.844	605	531.33
401	2	2204445	0.039	24.796	0.071	24.105	687	692.67
402	2	2205139	0.039	5.243	0.072	4.549	694	678.67
403	2	2205790	0.03	24.915	0.069	24.198	651	614.00
404	2	2206506	0.041	7.249	0.07	6.534	716	707.33
405	2	2207081	0.029	2.932	0.065	2.232	575	646.33
406	2	2207660	0.037	13.37	0.078	12.659	579	592.67
407	2	2208135	0.026	24.858	0.076	24.17	475	624.67
408	2	2208776	0.028	3.362	0.089	2.662	641	637.00
409	2	2209391	0.028	24.808	0.06	24.108	615	638.00
410	2	2210027	0.039	3.56	0.062	2.894	636	683.00
411	2	2210528	0.028	9.239	0.064	8.545	501	574.67
412	2	2211148	0.028	7.077	0.069	6.392	620	658.33
413	2	2211843	0.028	24.525	0.065	23.825	695	666.67
414	2	2212400	0.038	5.29	0.065	4.597	557	627.00
415	2	2212990	0.029	6.058	0.064	5.351	590	568.67
416	2	2213543	0.028	7.34	0.055	6.674	553	653.67
417	2	2213974	0.027	9.175	0.067	8.533	431	518.67
418	2	2214511	0.028	12.894	0.065	12.209	537	552.33
419	2	2215253	0.03	24.631	0.075	23.923	742	628.67
420	2	2215895	0.029	1.689	0.067	1.018	642	562.67
421	2	2216485	0.028	25.672	0.075	24.974	590	638.67
422	2	2217182	0.03	13.65	0.073	12.928	697	710.00
423	2	2217838	0.029	9.237	0.062	8.541	656	637.00
424	2	2218524	0.03	7.352	0.072	6.65	686	606.33
425	2	2219166	0.03	2.212	0.068	1.53	642	630.00
426	2	2219670	0.026	5.239	0.065	4.556	504	596.00
427	2	2220180	0.028	26.87	0.066	26.113	510	619.33
428	2	2220829	0.04	7.399	0.08	6.739	649	576.33
429	2	2221554	0.03	9.128	0.062	8.44	725	592.67
430	2	2222198	0.038	3.552	0.06	2.892	644	707.33
431	2	2222855	0.027	24.633	0.07	23.921	657	542.33
432	2	2223600	0.029	3.17	0.058	2.516	745	655.33
433	2	2224579	0.03	25.327	0.061	24.607	979	710.00
434	2	2225147	0.029	13.26	0.062	12.538	568	584.00
435	2	2225821	0.03	2.874	0.059	2.202	674	682.33
436	2	2226483	0.029	7.213	0.071	6.525	662	610.33
437	2	2227188	0.03	25.179	0.068	24.45	705	626.67
438	2	2227831	0.039	5.224	0.073	4.548	643	611.33
439	2	2228336	0.028	24.812	0.065	24.096	505	592.67
440	2	2228872	0.038	2.412	0.063	1.754	536	587.00
441	2	2229418	0.028	9.917	0.073	9.192	546	589.67
442	2	2230037	0.031	13.63	0.066	12.882	619	640.67
443	2	2230794	0.03	24.837	0.076	24.125	757	642.33
444	2	2231395	0.039	3.238	0.067	2.554	601	559.33
445	2	2232142	0.029	6.069	0.058	5.402	747	645.00
446	2	2232856	0.029	14.451	0.06	13.732	714	721.00
447	2	2233541	0.041	9.478	0.076	8.735	685	614.33
448	2	2234107	0.028	7.393	0.068	6.71	566	581.67
449	2	2234600	0.037	24.774	0.07	24.076	493	626.67
450	2	2235190	0.037	1.454	0.09	0.742	590	523.00
451	2	2235787	0.029	25.472	0.073	24.768	597	582.33
452	2	2236321	0.039	7.506	0.064	6.826	534	602.33
453	2	2236889	0.04	9.408	0.075	8.771	568	680.67
454	2	2237537	0.029	13.338	0.075	12.654	648	619.00
455	2	2238171	0.029	6.159	0.064	5.466	634	673.67
456	2	2238749	0.03	3.29	0.073	2.609	578	527.33
457	2	2239465	0.029	25.274	0.065	24.572	716	780.00
458	2	2240000	0.032	13.981	0.068	13.251	535	653.67
459	2	2240772	0.033	9.385	0.07	8.716	772	687.00
460	2	2241485	0.031	2.452	0.063	1.771	713	679.33
461	2	2242001	0.038	24.994	0.065	24.294	516	585.00
462	2	2242632	0.032	5.872	0.08	5.12	631	632.00
463	2	2243154	0.03	25.964	0.072	25.212	522	535.00
464	2	2244083	0.041	7.149	0.073	6.472	929	631.00
465	2	2244639	0.027	2.878	0.067	2.15	556	656.00
466	2	2245207	0.038	13.385	0.087	12.521	568	626.67
467	2	2245778	0.033	25.073	0.067	24.334	571	621.00
468	2	2246480	0.029	3.207	0.049	2.549	702	630.00
469	2	2247313	0.03	25.145	0.067	24.404	833	770.67
470	2	2247806	0.028	3.813	0.069	3.053	493	565.00
471	2	2248469	0.03	9.425	0.067	8.744	663	645.67
472	2	2249042	0.03	7.29	0.075	6.594	573	632.67
473	2	2249627	0.028	25.275	0.069	24.562	585	606.33
474	2	2250496	0.032	5.377	0.078	4.648	869	708.00
475	2	2251022	0.027	2.221	0.057	1.529	526	540.67
476	2	2251691	0.03	7.253	0.056	6.569	669	659.00
477	2	2252353	0.029	10.418	0.097	9.605	662	692.00
478	2	2253020	0.032	14.116	0.074	13.362	667	621.33
479	2	2253596	0.033	25.002	0.073	24.303	576	691.33
480	2	2254213	0.028	1.68	0.071	0.993	617	531.00
481	2	2255037	0.029	27.549	0.078	26.733	824	618.00
482	2	2255632	0.039	13.151	0.062	12.453	595	547.00
483	2	2256222	0.028	9.047	0.075	8.359	590	655.00
484	2	2256747	0.028	7.291	0.071	6.589	525	773.33
485	2	2257444	0.04	5.961	0.059	5.269	697	692.33
486	2	2258040	0.029	5.537	0.072	4.803	596	684.33
487	2	2258900	0.036	29.126	0.092	28.309	860	657.00
488	2	2259548	0.035	8.452	0.073	7.641	648	693.67
489	2	2260103	0.043	9.222	0.081	8.539	555	672.67
490	2	2260804	0.028	3.711	0.069	3.002	701	609.67
491	2	2261672	0.036	26.924	0.07	26.201	868	664.00
492	2	2262289	0.028	3.226	0.062	2.549	617	610.00
493	2	2263157	0.029	27.571	0.077	26.738	868	876.67
494	2	2263671	0.028	13.028	0.072	12.338	514	644.33
495	2	2264437	0.031	3.096	0.073	2.354	766	659.33
496	2	2265138	0.029	7.204	0.068	6.488	701	669.00
497	2	2265645	0.032	29.889	0.078	29.049	507	738.00
498	2	2266351	0.044	6.272	0.099	5.437	706	620.67
499	2	2266962	0.028	26.198	0.068	25.471	611	667.00
500	2	2267230	0.024	1.376	0.058	0.677	268	269.67
501	2	2267873	0.029	10.703	0.079	9.921	643	573.67
502	2	2268448	0.028	14.116	0.066	13.49	575	577.67
503	2	2268922	0.027	26.026	0.081	25.308	474	675.67
504	2	2269465	0.037	3.343	0.072	2.63	543	527.67
505	2	2270015	0.028	6.051	0.075	5.388	550	630.00
506	2	2270499	0.026	13.221	0.065	12.568	484	637.67
507	2	2271095	0.027	9.151	0.065	8.495	596	653.00
508	2	2271605	0.026	7.219	0.063	6.549	510	730.00
509	2	2272240	0.038	24.821	0.073	24.133	635	591.00
510	2	2272898	0.038	2.003	0.063	1.323	658	607.33
511	2	2273486	0.027	26.218	0.065	25.456	588	599.33
512	2	2273999	0.031	8.074	0.074	7.305	513	653.33
513	2	2274738	0.034	10.059	0.068	9.313	739	626.00
514	2	2275621	0.033	14.051	0.082	13.285	883	677.33
515	2	2276178	0.029	6.289	0.058	5.566	557	611.33
516	2	2276878	0.032	3.529	0.069	2.792	700	688.33
517	2	2277419	0.029	25.92	0.071	25.171	541	612.67
518	2	2278669	0.045	13.59	0.071	12.882	1250	778.00
519	2	2279403	0.041	9.151	0.065	8.462	734	652.00
520	2	2280167	0.03	2.626	0.078	1.91	764	625.00
521	2	2280666	0.037	24.96	0.06	24.257	499	605.67
522	2	2281285	0.028	5.212	0.077	4.516	619	561.33
523	2	2281865	0.029	25.08	0.074	24.355	580	582.67
524	2	2282395	0.028	7.295	0.069	6.578	530	571.67
525	2	2282926	0.027	1.548	0.071	0.863	531	566.67
526	2	2283551	0.042	13.177	0.065	12.435	625	622.67
527	2	2284069	0.038	24.854	0.057	24.156	518	616.67
528	2	2284594	0.038	3.191	0.061	2.522	525	641.00
529	2	2285437	0.031	25.019	0.078	24.31	843	717.67
530	2	2286135	0.04	3.708	0.064	3.055	698	643.67
531	2	2286796	0.03	9.362	0.092	8.64	661	720.00
532	2	2287244	0.041	7.372	0.057	6.677	448	641.00
533	2	2287840	0.031	25.424	0.067	24.694	596	602.33
534	2	2288579	0.04	5.164	0.069	4.494	739	634.67
535	2	2289293	0.029	5.977	0.058	5.292	714	710.67
536	2	2290013	0.029	7.159	0.067	6.476	720	628.00
537	2	2290701	0.029	9.01	0.064	8.333	688	718.00
538	2	2291443	0.042	13.928	0.07	13.172	742	600.67
539	2	2292197	0.04	26.413	0.073	25.649	754	651.67
540	2	2292837	0.029	1.736	0.065	1.024	640	544.00
541	2	2293505	0.03	26.248	0.059	25.53	668	535.67
542	2	2294055	0.028	13.287	0.068	12.599	550	704.33
543	2	2294681	0.029	9.255	0.068	8.561	626	626.67
544	2	2295214	0.027	7.046	0.065	6.383	533	640.33
545	2	2295840	0.028	5.516	0.063	4.894	626	649.67
546	2	2296482	0.026	4.812	0.067	4.143	642	637.33
547	2	2297137	0.05	23.288	0.063	22.589	655	738.00
548	2	2297717	0.029	6.879	0.081	6.137	580	676.67
549	2	2298334	0.025	8.256	0.061	7.644	617	627.00
550	2	2298921	0.036	1.623	0.056	0.979	587	551.33
551	2	2299530	0.026	22.696	0.054	22.075	609	639.33
552	2	2300145	0.036	3.187	0.06	2.504	615	642.67
553	2	2300723	0.027	24.023	0.064	23.356	578	701.33
554	2	2301577	0.038	12.404	0.066	11.731	854	709.33
555	2	2302131	0.036	2.701	0.055	2.053	554	553.33
556	2	2302662	0.026	6.688	0.057	6.053	531	544.33
557	2	2303298	0.025	22.749	0.064	22.12	636	672.00
558	2	2304010	0.037	4.727	0.059	4.095	712	670.00
559	2	2304578	0.025	22.764	0.068	22.143	568	664.00
560	2	2305080	0.034	2.263	0.07	1.64	502	586.33
561	2	2305619	0.025	8.349	0.055	7.728	539	644.67
562	2	2306385	0.036	11.914	0.064	11.299	766	643.00
563	2	2306881	0.034	22.566	0.058	21.951	496	735.00
564	2	2307549	0.036	2.983	0.055	2.353	668	629.67
565	2	2308172	0.026	5.801	0.073	5.146	623	557.33
566	2	2308810	0.049	12.126	0.07	11.504	638	623.33
567	2	2309462	0.027	8.439	0.06	7.811	652	721.33
568	2	2310025	0.025	6.776	0.065	6.135	563	624.00
569	2	2310682	0.05	25.041	0.058	24.328	657	694.00
570	2	2311379	0.029	2.068	0.075	1.421	697	661.33
571	2	2312099	0.03	24.779	0.062	24.092	720	622.33
572	2	2312762	0.029	7.105	0.071	6.445	663	541.00
573	2	2313369	0.029	8.923	0.067	8.267	607	668.33
574	2	2313972	0.046	12.527	0.054	11.88	603	592.67
575	2	2314707	0.037	2.055	0.069	1.467	735	665.33
576	2	2315348	0.027	2.996	0.058	2.36	641	622.33
577	2	2315980	0.027	23.067	0.065	22.405	632	575.67
578	2	2316703	0.037	11.913	0.056	11.306	723	634.33
579	2	2317568	0.037	8.308	0.057	7.69	865	689.67
580	2	2318172	0.05	2.273	0.07	1.647	604	606.00
581	2	2318789	0.05	23.209	0.061	22.54	617	597.67
582	2	2319378	0.035	4.788	0.063	4.177	589	616.33
583	2	2319922	0.024	22.625	0.068	22.009	544	543.33
584	2	2320492	0.035	6.458	0.059	5.858	570	619.33
585	2	2321100	0.026	2.553	0.065	1.957	608	579.67
586	2	2321707	0.025	11.91	0.059	11.307	607	693.33
587	2	2322301	0.035	23.013	0.066	22.365	594	597.67
588	2	2322986	0.036	2.943	0.078	2.324	685	592.67
589	2	2323628	0.025	24.925	0.056	24.266	642	729.00
590	2	2324174	0.058	3.536	0.078	2.858	546	596.67
591	2	2325036	0.028	8.951	0.073	8.266	862	735.00
592	2	2325725	0.029	7.351	0.067	6.675	689	591.33
593	2	2326436	0.031	25.253	0.066	24.536	711	614.33
594	2	2327019	0.028	5.194	0.061	4.488	583	626.67
595	2	2327631	0.029	5.948	0.075	5.282	612	563.67
596	2	2328360	0.039	7.065	0.067	6.392	729	641.00
597	2	2328997	0.027	9.103	0.078	8.413	637	593.33
598	2	2329642	0.038	12.896	0.06	12.145	645	647.33
599	2	2330161	0.027	24.768	0.067	24.084	519	587.00
600	2	2330591	0.025	1.349	0.066	0.678	430	425.00
601	2	2331072	0.028	24.879	0.07	24.205	481	566.67
602	2	2331692	0.029	12.93	0.075	12.287	620	590.33
603	2	2332387	0.029	9.345	0.058	8.672	695	638.33
604	2	2332955	0.028	7.222	0.066	6.54	568	541.67
605	2	2333605	0.047	5.936	0.061	5.259	650	752.00
606	2	2334279	0.029	5.313	0.074	4.624	674	742.00
607	2	2335098	0.04	25.255	0.073	24.581	819	657.00
608	2	2335758	0.029	7.295	0.076	6.588	660	612.67
609	2	2336236	0.026	9.276	0.071	8.586	478	579.33
610	2	2336835	0.028	3.773	0.076	3.052	599	582.00
611	2	2337393	0.026	25.358	0.074	24.664	558	617.33
612	2	2338055	0.028	3.295	0.061	2.618	662	623.33
613	2	2338605	0.028	25.074	0.064	24.385	550	561.33
614	2	2339260	0.028	15.087	0.071	14.288	655	601.00
615	2	2339887	0.037	3.627	0.084	2.772	627	618.00
616	2	2340476	0.035	8.927	0.083	8.076	589	569.67
617	2	2341095	0.035	30.189	0.071	29.321	619	545.33
618	2	2341691	0.036	6.267	0.077	5.452	596	614.33
619	2	2342513	0.036	29.63	0.087	28.813	822	693.33
620	2	2343075	0.033	2.885	0.074	2.108	562	579.00
621	2	2343683	0.033	10.975	0.075	10.183	608	701.67
622	2	2344155	0.033	15.453	0.073	14.638	472	587.00
623	2	2344864	0.034	29.879	0.075	29.048	709	641.67
624	2	2345451	0.033	3.923	0.068	3.073	587	581.33
625	2	2346061	0.033	1.853	0.078	0.981	610	580.33
626	2	2346673	0.036	17.215	0.08	16.294	612	633.67
627	2	2347265	0.043	11.418	0.094	10.586	592	675.67
628	2	2347874	0.033	10.306	0.096	9.312	609	671.33
629	2	2348383	0.035	31.801	0.088	30.92	509	622.33
630	2	2349135	0.037	2.6	0.083	1.741	752	677.00
631	2	2349787	0.038	32.537	0.1	31.518	652	641.33
632	2	2350531	0.044	9.173	0.097	8.262	744	667.33
633	2	2351173	0.036	11.744	0.082	10.883	642	619.33
634	2	2351933	0.034	16.341	0.076	15.492	760	618.33
635	2	2352564	0.044	7.491	0.075	6.666	631	634.00
636	2	2353172	0.036	4.334	0.092	3.451	608	674.67
637	2	2353774	0.044	30.733	0.089	29.871	602	587.00
638	2	2354358	0.037	16.271	0.082	15.422	584	537.33
639	2	2354821	0.037	11.165	0.086	10.358	463	520.67
640	2	2355435	0.037	3.159	0.084	2.256	614	558.67
641	2	2356032	0.034	29.354	0.085	28.533	597	599.67
642	2	2356633	0.032	6.26	0.082	5.439	601	580.00
643	2	2357394	0.038	29.176	0.081	28.364	761	649.00
644	2	2358083	0.044	8.753	0.087	7.946	689	597.67
645	2	2358747	0.033	3.338	0.073	2.549	664	674.33
646	2	2359341	0.043	16.306	0.082	15.414	594	655.67
647	2	2359954	0.033	29.404	0.088	28.566	613	565.00
648	2	2360586	0.048	3.314	0.067	2.612	632	636.00
649	2	2361233	0.03	28.557	0.076	27.795	647	637.67
650	2	2361749	0.037	2.193	0.09	1.322	516	562.00
651	2	2362274	0.029	10.314	0.089	9.572	525	583.67
652	2	2363080	0.045	7.738	0.081	7.002	806	627.00
653	2	2363696	0.029	27.407	0.077	26.712	616	579.00
654	2	2364375	0.03	5.611	0.072	4.895	679	634.33
655	2	2364919	0.028	6.409	0.068	5.688	544	598.00
656	2	2365619	0.04	8.083	0.078	7.331	700	616.33
657	2	2366361	0.037	11.092	0.08	10.261	742	652.33
658	2	2366930	0.028	15.974	0.103	15.173	569	616.33
659	2	2367577	0.034	29.432	0.085	28.644	647	589.00
660	2	2368326	0.04	1.627	0.07	0.949	749	641.33
661	2	2368881	0.028	29.45	0.078	28.607	555	580.67
662	2	2369644	0.047	14.067	0.066	13.336	763	666.33
663	2	2370294	0.039	10.543	0.084	9.755	650	728.67
664	2	2370860	0.033	7.656	0.074	6.918	566	583.33
665	2	2371674	0.035	7.139	0.078	6.375	814	693.33
666	2	2372323	0.033	5.433	0.076	4.736	649	564.67
667	2	2373146	0.031	27.316	0.084	26.531	823	614.00
668	2	2373722	0.028	7.386	0.068	6.679	576	600.67
669	2	2374404	0.029	10.994	0.077	10.201	682	768.67
670	2	2374916	0.035	4.71	0.085	3.791	512	548.67
671	2	2375769	0.037	25.92	0.077	25.236	853	682.33
672	2	2376385	0.042	3.626	0.072	2.86	616	658.33
673	2	2376864	0.03	26.058	0.072	25.314	479	605.00
674	2	2377651	0.031	13.342	0.076	12.673	787	659.00
675	2	2378193	0.045	1.668	0.076	0.952	542	652.00
676	2	2378892	0.048	7.301	0.07	6.636	699	691.00
677	2	2379467	0.027	27.466	0.087	26.657	575	657.67
678	2	2380029	0.031	6.154	0.048	5.344	562	640.33
679	2	2380582	0.031	30.913	0.079	30.032	553	562.33
680	2	2381223	0.034	2.845	0.074	2.07	641	605.00
681	2	2381911	0.034	11.615	0.089	10.769	688	609.67
682	2	2382473	0.038	14.908	0.102	14.135	562	602.67
